simple_cleaned,Field,is_STEM,preds
Communication Studies,,False,0.001670218489360174
Advertising/Public Relations,Mass Communications and Media Studies,False,0.00011421950179687995
Communication and Media,Communication,False,0.003227014990318599
Communication and Media,,False,0.003227014990318599
Exercise Science,"Exercise Science, Kinesiology, Rehab, Health",False,0.1287194201737175
Kinesiology,"Health, Physical Education, Recreation",False,0.07360223164981858
Kinesiology,,False,0.07360223164981858
Kinesiology and Health Education,"Exercise Science, Kinesiology, Rehab, Health",False,0.0076281595823276885
Community and Environmental Health,Environmental Health Sciences,False,0.04362148960163893
Community and Environmental Health,Public Health,False,0.04362148960163893
Physical Therapy and Athletic Training,"Exercise Science, Kinesiology, Rehab, Health",False,0.006108359142666104
"Educational Psychology, Counseling Psychology and Special Education",Counselor Education,False,0.003416205740674867
"Educational Psychology, Counseling Psychology and Special Education","Exercise Science, Kinesiology, Rehab, Health",False,0.003416205740674867
Agricultural and Extension Education,,False,0.6170164767850526
Agricultural Economics and Economics,Economics,False,0.12150894620376376
Agricultural Economics and Economics,Agricultural Economics,False,0.12150894620376376
Food and Resource Economics,Agricultural Economics,False,0.07938896094951602
Food and Resource Economics,Food Science,True,0.07938896094951602
"Sociology, Anthropology and Social Work",Anthropology,False,0.002695589792391473
"Sociology, Anthropology and Social Work",Sociology,False,0.002695589792391473
"Sociology, Anthropology and Social Work",Social Work,False,0.002695589792391473
Electrical Engineering and Computing Systems,Computer Engineering,True,0.9854525233470497
Electrical Engineering and Computing Systems,Electrical Engineering,True,0.9854525233470497
Library & Information Studies,Information Science,True,0.7641765927298962
Electrical Engineering and Computer Science,Systems Engineering,True,0.9773805764891661
Information Technology,Information Technology,True,0.9054388307766118
"Nuclear, Plasma, and Radiological Engineering",,True,0.9952107125333909
Aerospace and Mechanical Engineering,Mechanical Engineering,True,0.9593963300687374
Aerospace and Mechanical Engineering,Aerospace Engineering,True,0.9593963300687374
Nuclear Engineering and Radiological Sciences,,True,0.9672820630773457
"Counseling, Higher Education, and Special Education",,False,0.0010009559600562916
Leadership and Counselor Education,Counselor Education,False,0.00198229745934499
Leadership and Counselor Education,Education Administration,False,0.00198229745934499
Higher Education,,False,0.002206281818531225
Educational Policy Studies and Evaluation,Education Administration,False,0.010051058145132016
Educational Policy Studies and Evaluation,,False,0.010051058145132016
Educational Administration and Policy Studies,Education Administration,False,0.0070907384905648544
Leadership & Counseling,Education Administration,False,0.0004781939628448785
Leadership & Counseling,Counselor Education,False,0.0004781939628448785
Leadership & Counseling,Educational Psychology,False,0.0004781939628448785
Leadership & Counseling,,False,0.0004781939628448785
"Educational Psychology, School Psychology and Special Education",Educational Psychology,False,0.012497290446810768
"Educational Psychology, School Psychology and Special Education",,False,0.012497290446810768
"Educational Psychology, School Psychology and Special Education",Special Education,False,0.012497290446810768
"Educational Leadership, Policy and Human Development",Education Administration,False,0.014448797441607283
Organizational Studies,Management,False,0.031378566753794405
"Recreation, Park and Tourism Management","Health, Physical Education, Recreation",False,0.11274234025124077
"Health, Kinesiology, and Recreation","Exercise Science, Kinesiology, Rehab, Health",False,0.009303004163350583
"Parks, Recreation and Tourism","Health, Physical Education, Recreation",False,0.07686930148528967
Community and Therapeutic Recreation,"Health, Physical Education, Recreation",False,0.014711558692776794
Human Dimensions of Natural Resources,Natural Resources,True,0.6272801173446216
Accounting and Management Information Systems,Accounting,False,0.04045041706056249
Accounting and Management Information Systems,Management Information Systems,False,0.04045041706056249
Accountancy and Taxation,Accounting,False,0.07637024552380153
"Leadership and Organizational Behavior, Area of",Management,False,0.00485685709237218
"Technology and Operations Management, Area of",,False,0.426800950509468
Marketing and Supply Chain Management,Management Information Systems,False,0.010581886303052974
Marketing and Supply Chain Management,Marketing,False,0.010581886303052974
Food Science and Human Nutrition,Nutrition Sciences,False,0.6518130158558633
Food Science and Human Nutrition,Food Science,True,0.6518130158558633
Clinical Laboratory and Nutritional Sciences,,True,0.8733904994619337
Clinical Laboratory and Nutritional Sciences,Pharmaceutical Sciences,True,0.8733904994619337
Clinical Laboratory and Nutritional Sciences,Nutrition Sciences,False,0.8733904994619337
Foods and Nutrition,Nutrition Sciences,False,0.35416616132343554
Foods and Nutrition,Food Science,True,0.35416616132343554
Physiology and Pharmacology,Pharmacology,True,0.9989636845091159
Physiology and Pharmacology,Physiology,True,0.9989636845091159
Biomedical Sciences Program,,True,0.9050600344532478
Biomedical Sciences Program,Nutrition Sciences,False,0.9050600344532478
Biomedical Sciences Program,"Exercise Science, Kinesiology, Rehab, Health",False,0.9050600344532478
"Health and Nutrition, Wegmans School of",Nutrition Sciences,False,0.13885194612692575
"Health and Nutrition, Wegmans School of","Exercise Science, Kinesiology, Rehab, Health",False,0.13885194612692575
Epidemiology and Environmental Health,Epidemiology,True,0.6802775415346876
Molecular and Integrative Physiology,Physiology,True,0.9986653165781757
Molecular and Integrative Physiology,Molecular Biology,True,0.9986653165781757
Animal Science,Animal Sciences,True,0.9939869909308836
Infectious Diseases,Pathology,True,0.9815248319013579
Infectious Diseases,Veterinary Medical Sciences,True,0.9815248319013579
"Comparative, Diagnostic, and Population Medicine",Veterinary Medical Sciences,True,0.9407162104972888
Animal Sciences,Animal Sciences,True,0.9930562399661435
Polymer Science and Engineering,Materials Engineering,True,0.9958675980616978
Molecular Biology and Biochemistry,Biochemistry,True,0.9992008998685428
Molecular Biology and Biochemistry,Molecular Biology,True,0.9992008998685428
Molecular Biology and Biochemistry,,True,0.9992008998685428
Biostatistics and Informatics,Biostatistics,True,0.9873802441976262
Biostatistics and Informatics,,True,0.9873802441976262
Applied and Computational Mathematics and Statistics,,True,0.9959557410195451
Applied and Computational Mathematics and Statistics,Statistics,True,0.9959557410195451
Mathematical and Statistical Sciences,Mathematics,True,0.9821978379753213
Mathematical and Statistical Sciences,Statistics,True,0.9821978379753213
Mathematical and Statistical Sciences,,True,0.9821978379753213
Art and Design,,False,0.0007452173858094561
Bioethics,Philosophy,False,0.37203939076952053
Educational Policy Studies and Practice,Education Administration,False,0.003525067976336957
"Teaching, Learning and Sociocultural Studies",,False,0.0009973101048500446
"Teaching, Learning and Sociocultural Studies",Curriculum and Instruction,False,0.0009973101048500446
Educational Policy and Leadership,Education Administration,False,0.006927679649002244
Teacher Education and Leadership,Education Administration,False,0.004936428733203732
Teacher Education and Leadership,,False,0.004936428733203732
Instruction and Curriculum Leadership,Curriculum and Instruction,False,0.010658926831303137
Psychology and Social Foundations,Counselor Education,False,0.023063880051106034
Psychology and Social Foundations,,False,0.023063880051106034
"Early Childhood, Special Education, and Rehabilitation Counseling","Exercise Science, Kinesiology, Rehab, Health",False,0.0004426226374319406
"Early Childhood, Special Education, and Rehabilitation Counseling",Special Education,False,0.0004426226374319406
"Early Childhood, Special Education, and Rehabilitation Counseling",,False,0.0004426226374319406
Educational Psychology,,False,0.0014669847774258485
Career and Information Studies,Curriculum and Instruction,False,0.2107197105746829
Career and Information Studies,,False,0.2107197105746829
Instructional Technology and Learning Sciences,,False,0.06756010771874987
Instructional Technology and Learning Sciences,Curriculum and Instruction,False,0.06756010771874987
Counselor Education,Counselor Education,False,0.0003284332373431246
Counselor Education,Special Education,False,0.0003284332373431246
"Counseling, Psychology and Special Education",Counselor Education,False,0.0016856346817134573
"Counseling, Psychology and Special Education",Special Education,False,0.0016856346817134573
Counseling and Higher Education,Counselor Education,False,0.0006482062306705031
Counseling and Higher Education,,False,0.0006482062306705031
Special Education,Special Education,False,0.002973165481933869
Learning Technologies,Information Technology,True,0.5598873532207456
Health Policy and Administration,Public Health,False,0.016354070316287467
Health Policy and Public Health,Public Health,False,0.030719492861468255
Biological and Agricultural Engineering,Agricultural Engineering,True,0.9869378593345776
Nutrition and Health Promotion,Nutrition Sciences,False,0.02109094272700333
Aging Studies,,False,0.07652082749365777
"Curriculum, Instruction and Special Education",Curriculum and Instruction,False,0.0020166777771935276
"Curriculum, Instruction and Special Education",Special Education,False,0.0020166777771935276
Human Development,Human Development and Family Sciences,False,0.005099200103055529
Human Development and Family Science,Human Development and Family Sciences,False,0.007008872018989804
Human Services (Education),,False,0.0025073069029107305
Health and Human Performance,"Exercise Science, Kinesiology, Rehab, Health",False,0.04487610982512906
Public Health Education,Public Health,False,0.006889766665831158
Chemical and Biochemical Engineering,Chemical Engineering,True,0.9924675303235648
Polymer Engineering,Materials Engineering,True,0.9960146301795986
"History of Art and Architecture, Department of the",Art History and Criticism,False,0.0049481614114948915
Criminal Justice and Political Science,Public Policy,False,0.018709434239053312
Criminal Justice and Political Science,Political Science,False,0.018709434239053312
Criminal Justice and Political Science,Criminal Justice and Criminology,False,0.018709434239053312
Human Resource Management,,False,0.001635562169561738
Behavioral and Organizational Sciences,,False,0.03572418533060863
Population Health Sciences,Public Health,False,0.20291923018562383
Health Management and Policy,Public Health,False,0.006306098269781996
Health Administration,Public Health,False,0.0140830906514186
Human Sciences,Human Development and Family Sciences,False,0.013623447847486553
Human Sciences,Nutrition Sciences,False,0.013623447847486553
Human Sciences,"Exercise Science, Kinesiology, Rehab, Health",False,0.013623447434957494
Counselor Education and Counseling Psychology,Counselor Education,False,0.0002398842870641172
Counselor Education and Counseling Psychology,,False,0.0002398842870641172
Psychology In Education,Educational Psychology,False,0.008213827139725977
Health and Human Development,Human Development and Family Sciences,False,0.006541242327088291
Curriculum & Instruction,Curriculum and Instruction,False,0.005436491045978732
"Modern and Classical Languages, Literatures and Cultures",Classics and Classical Languages,False,0.003226278683867964
Medical Genetics And Molecular Biochemistry,Biochemistry,True,0.999641403134986
"Nutrition, Food and Exercise Sciences","Exercise Science, Kinesiology, Rehab, Health",False,0.07533024861606051
"Nutrition, Food and Exercise Sciences",Nutrition Sciences,False,0.07533024861606051
"Nutrition, Food and Exercise Sciences",Food Science,True,0.07533024861606051
Molecular Biology and Genetics,Genetics,True,0.9997365652000363
Molecular Biology and Genetics,Molecular Biology,True,0.9997365652000363
Microbial Pathogenesis and Immunology,Biological Sciences,True,0.9994862885832896
Microbial Pathogenesis and Immunology,Microbiology,True,0.9994862885832896
Microbial Pathogenesis and Immunology,Immunology,True,0.9994862885832896
Quantitative Health Sciences,,False,0.2341936608541054
"Epidemiology, Program in",Epidemiology,True,0.9550337166047079
Agronomy,Agronomy,True,0.9622064729375015
Ecological and Environmental Engineering,Environmental Engineering,True,0.9937476294834863
"Applied Sciences, Technology, and Education",,False,0.28500600160774453
Biological Engineering,Agricultural Engineering,True,0.9680975982652477
Industrial/Manufacturing Systems Engineering,Industrial Engineering,True,0.9798033543548271
Industrial/Manufacturing Systems Engineering,Systems Engineering,True,0.9798033543548271
Planning,Urban and Regional Planning,False,0.1570572775617928
Environment and Design,,False,0.08257963243435157
"Food, Nutrition, and Packaging Science",Food Science,True,0.9004437603466042
"Food, Nutrition, and Packaging Science",Nutrition Sciences,False,0.9004437603466042
Food Science and Technology,Food Science,True,0.9094815221372834
Pharmacology and Physiology,Pharmacology,True,0.9988186202817341
Pharmacology and Physiology,Physiology,True,0.9988186202817341
Basic Medical Sciences,,True,0.9624267914352455
Entomology and Plant Pathology,Entomology,True,0.9994685283253648
Entomology and Plant Pathology,Plant Pathology,True,0.9994685283253648
Plant Pathology,Plant Pathology,True,0.9995611774313264
Telecommunications,Mass Communications and Media Studies,False,0.09312298382925632
Journalism and Media Management,Mass Communications and Media Studies,False,0.0014381110616949505
Journalism and Media Communication,Communication,False,0.0006150048722917981
Journalism and Media Communication,Mass Communications and Media Studies,False,0.0006150048722917981
Languages,,False,0.0012591251157186526
Comparative Literature and Foreign Languages,Comparative Literature,False,0.009738941910133815
World Languages and Cultures,,False,0.0025730668945657285
Commerce,Business Administration,False,0.009700741853798194
Public Relations,Mass Communications and Media Studies,False,8.253322704219691e-05
Hospitality Management,,False,0.015365566026908967
Hospitality Administration,,False,0.04475291269352315
Comparative Medicine,,True,0.5942500721365425
Cognitive Sciences,,True,0.8797226082495812
Cognitive Sciences,Psychology,False,0.8797226082495812
Behavioral Neuroscience,Neuroscience,True,0.896687836030452
Neuroscience,,True,0.8895264532436166
Neurobiology and Anatomy,Anatomy,True,0.9908371483574359
Neurobiology and Anatomy,Neuroscience,True,0.9908371483574359
Engineering Fundamentals,,True,0.7290017617194786
Consumer Science,,False,0.12141734769392878
Mechanical Engineering-Engineering Mechanics,Mechanical Engineering,True,0.9692150480768783
Mechanical Engineering-Engineering Mechanics,,True,0.9692150480768783
Computer Science and Electrical Engineering,Electrical Engineering,True,0.9871905311664817
Computer Science and Electrical Engineering,Computer Science,True,0.9871905311664817
Computer Science and Electrical Engineering,Computer Engineering,True,0.9871905311664817
"Earth, Atmospheric, and Planetary Sciences",Atmospheric Sciences and Meteorology,True,0.9469912724401549
"Earth, Atmospheric, and Planetary Sciences",Geology,True,0.9469912724401549
Industrial Technology,Industrial Engineering,True,0.9036444101060168
"Mechanical Engineering Technology, Department of (Calumet)",Mechanical Engineering,True,0.9676367213295551
Technology Leadership and Innovation,,False,0.20258738755898129
Mechanical and Materials Engineering,Mechanical Engineering,True,0.9655230999857295
Mechanical and Materials Engineering,Materials Engineering,True,0.9655230999857295
Materials Science and Mechanical Engineering Area,Materials Engineering,True,0.9889282095082175
Scientific Computing,,True,0.9954513940575405
"Engineering of Matter, Transport and Energy, School for - Materials Science and Engineering Faculty",Materials Engineering,True,0.9695630969385546
"Civil, Environmental and Construction Engineering",Civil Engineering,True,0.9855554813461632
"Civil, Environmental and Construction Engineering",Environmental Engineering,True,0.9855554813461632
Engineering Technology and Construction Management,,True,0.8715141016846321
Engineering and Computer Sciences,,True,0.9890054276103303
Engineering and Computer Sciences,Computer Science,True,0.9890054276103303
Medicinal Chemistry and Molecular Pharmacology,,True,0.9995626685514569
Medicinal Chemistry and Molecular Pharmacology,Pharmaceutical Sciences,True,0.9995626685514569
"Biochemistry, Molecular Biology and Biophysics",Biophysics,True,0.9967549916995566
"Biochemistry, Molecular Biology and Biophysics",Biochemistry,True,0.9967549916995566
"Biochemistry, Molecular Biology and Biophysics",Molecular Biology,True,0.9967549916995566
"Cancer Biology, GIDP",,True,0.9984296473191439
Biomolecular Sciences,Pharmaceutical Sciences,True,0.997493591295289
Pharmacology,Biochemistry,True,0.9987037143569802
Pharmacology,,True,0.9987037143569802
Mechanical and Aeronautical Engineering,Aerospace Engineering,True,0.9680723082186397
Mechanical and Aeronautical Engineering,Mechanical Engineering,True,0.9680723082186397
Mechanical Engineering and Material Science,Materials Engineering,True,0.9481916200274407
Mechanical Engineering and Material Science,Mechanical Engineering,True,0.9481916200274407
Civil and Environmental Engineering,,True,0.9833493414184741
Civil and Environmental Engineering,Systems Engineering,True,0.9833493414184741
Engineering,,True,0.9716423767310511
Environmental and Radiological Health Sciences,Environmental Health Sciences,False,0.3835659143628591
Engineering Education,,False,0.7385137790303391
Biological Systems Engineering,Agricultural Engineering,True,0.9845198372233354
Engineering Education,,True,0.7385137790303391
Biomedical Engineering,Environmental Engineering,True,0.917743937322774
Biomedical Engineering,Chemical Engineering,True,0.917743937322774
Engineering Technology and Industrial Distribution,,True,0.8961713535773491
Information Science and Learning Technologies,Information Science,True,0.8867464796233303
Veterinary Biomedical Science,Veterinary Medical Sciences,True,0.9790667651040892
Animal Science and Food and Nutrition,Animal Sciences,True,0.9599535553075811
Animal Science and Food and Nutrition,Food Science,True,0.9599535553075811
Animal Science and Food and Nutrition,Nutrition Sciences,False,0.9599535553075811
Youth Development and Agricultural Education,,False,0.01519785716385946
Comparative Pathobiology,Veterinary Medical Sciences,True,0.9901141266153294
Poultry Science,Animal Sciences,True,0.9845013784922209
Food Science and Nutrition,Nutrition Sciences,False,0.7619034692813932
Food Science and Nutrition,Food Science,True,0.7619034692813932
Exercise Science and Sport Studies,"Exercise Science, Kinesiology, Rehab, Health",False,0.06071640359335997
Nutrition and Exercise Physiology,"Exercise Science, Kinesiology, Rehab, Health",False,0.030691277764589152
Nutrition and Exercise Physiology,Nutrition Sciences,False,0.030691277764589152
"Agriculture, Nutrition and Veterinary Sciences",Veterinary Medical Sciences,True,0.867796014571501
Earth and Environmental Science,Geology,True,0.9588685559327329
Earth and Environmental Science,Environmental Sciences,True,0.9588685559327329
Botany and Plant Pathology,,True,0.9991991266267777
Botany and Plant Pathology,Plant Pathology,True,0.9991991266267777
Microbiology and Plant Biology,,True,0.9993858967463105
Microbiology and Plant Biology,Microbiology,True,0.9993858967463105
"Plant, Soil, and Agricultural Systems",Soil Science,True,0.9893087796863851
"Plant, Soil, and Agricultural Systems",Plant Sciences,True,0.9893087796863851
Plant Pathology and Crop Physiology,Plant Sciences,True,0.9990277715847438
Plant Pathology and Crop Physiology,Plant Pathology,True,0.9990277715847438
"Journalism and Mass Communication, Gaylord College of",Mass Communications and Media Studies,False,0.004694674497181923
Journalism and Creative Media,Mass Communications and Media Studies,False,0.0008285861575913703
Educational Studies,Education,False,0.0039752527752428815
Applied Health and Educational Psychology,Educational Psychology,False,0.0027146653343328576
Learning and Instruction,Curriculum and Instruction,False,0.02984671203415873
Counseling and Educational Development,Counselor Education,False,0.0006894192756284782
"Educational, School and Counseling Psychology",Educational Psychology,False,0.002658911858250914
"Educational, School and Counseling Psychology",,False,0.002658911858250914
"Psychological, Health, and Learning",Educational Psychology,False,0.04858990559711958
Theoretical and Behavioral Foundations,,False,0.24316456572225836
Psychology and Behavioral Sciences,Psychology,False,0.13806340140422385
"Leadership, Educational Psychology and Foundations",Educational Psychology,False,0.0027353633355779775
"Leadership, Educational Psychology and Foundations",,False,0.0027353633355779775
"Leadership, Educational Psychology and Foundations",Education Administration,False,0.0027353633355779775
Atmospheric Sciences,Atmospheric Sciences and Meteorology,True,0.9043289943633196
Marine and Atmospheric Sciences (SoMAS),Marine Sciences,True,0.9786279742585593
Marine and Atmospheric Sciences (SoMAS),Atmospheric Sciences and Meteorology,True,0.9786279742585593
"Earth, Atmospheric and Planetary Sciences",Geology,True,0.9434814514034452
"Earth, Atmospheric and Planetary Sciences",Atmospheric Sciences and Meteorology,True,0.9434814514034452
Plant Science and Landscape Architecture,Plant Sciences,True,0.9838343409753945
Environmental Science and Technology,Environmental Sciences,True,0.909231371550352
Plant and Soil Sciences,Plant Sciences,True,0.9990504280784194
Plant and Soil Sciences,Soil Science,True,0.9990504280784194
Earth Science,Geology,True,0.8415406825611743
Computational and Applied Mathematics,,True,0.9953974400833895
Computational and Applied Mathematics,,True,0.9953974340252817
"Mathematics, Statistics and Computer Science",Computer Science,True,0.9919106324621362
"Mathematics, Statistics and Computer Science",Mathematics,True,0.9919106324621362
"Mathematics, Statistics and Computer Science",Statistics,True,0.9919106324621362
Biomedical Science and Pathobiology,Veterinary Medical Sciences,True,0.9926703040199518
Biomedical Science and Pathobiology,,True,0.9926703040199518
Veterinary Pathobiology,Veterinary Medical Sciences,True,0.9799454741538252
Diagnostic Medicine/Pathobiology,Pathology,True,0.983588384026441
Veterinary Clinical Sciences,Veterinary Medical Sciences,True,0.9666568899014918
Aviation Technology,Aerospace Engineering,True,0.7202305715858487
Agricultural and Consumer Economics,Agricultural Economics,False,0.018779720959382934
Agricultural and Consumer Economics,Human Development and Family Sciences,False,0.018779720959382934
Agricultural and Applied Economics,Agricultural Economics,False,0.1427791511843146
Agricultural and Applied Economics,,False,0.1427791511843146
Forestry and Natural Resources,Natural Resources,True,0.9868339795616071
Forestry and Natural Resources,Forestry and Forest Resources,True,0.9868340047702497
"Food, Bioprocessing and Nutrition Sciences",Food Science,True,0.9185529251757603
"Food, Bioprocessing and Nutrition Sciences",Nutrition Sciences,False,0.9185529251757603
Dairy Science,Animal Sciences,True,0.6135924504306619
Dairy Science,Food Science,True,0.6135924504306619
Agriculture and Food Sciences,Food Science,True,0.8810781885749528
Veterinary Clinical Medicine,Veterinary Medical Sciences,True,0.9155359230052531
Clinical Sciences,Veterinary Medical Sciences,True,0.9045322694953952
Small Animal Clinical Sciences,Veterinary Medical Sciences,True,0.9908951201265127
Surgical and Radiological Sciences,Veterinary Medical Sciences,True,0.947970505728134
"Retail, Hospitality and Tourism Management",,False,0.06251225123848028
Hospitality and Tourism Management,,False,0.019987580478335813
"Business, Stuart School of",Management,False,0.1337389460961731
"Business, Stuart School of",Business Administration,False,0.1337389460961731
Family and Consumer Sciences,,False,0.04115116539486923
"Family, Consumer and Human Development",Human Development and Family Sciences,False,0.0010015579789686166
Technology,,True,0.6598745753806581
Technology,,False,0.6598745753806581
Administrative Leadership,Education Administration,False,0.06662432281097871
Workforce Education and Development,,False,0.011727688129073354
Organizational Leadership and Supervision,Management,False,0.013078643641605589
Leadership and Human Resource Development,,False,0.01250027964216997
Computer and Information Technology,Computer Science,True,0.9663676055037694
Computer and Information Technology,Information Science,True,0.9663676055037694
Computer and Information Technology,Information Technology,True,0.9663676055037694
Computer Graphics Technology,Computer Science,True,0.9972614791939266
Accounting and Finance,Finance,False,0.009056502710780493
Accounting and Finance,Accounting,False,0.009056502710780493
Management Sciences,Management,False,0.051532750776112114
"Business, Leeds School - Management and Entrepreneurship Division",Management,False,0.03621087773508144
"Finance, Insurance and Business Law",Finance,False,0.0022535838382368974
Human Resources and Labor Relations,,False,0.008501502692894344
Business Analytics and Statistics,Management Information Systems,False,0.38402428501869795
Business Analytics and Statistics,Statistics,True,0.38402428501869795
Business Analytics and Statistics,Operations Research,True,0.38402428501869795
Business Analytics and Statistics,Management,False,0.38402428501869795
Supply Chain and Information Systems,Management Information Systems,False,0.2950711143050749
"Informatics, Computing, and Cyber Systems",Computer Science,True,0.981589746237207
"Informatics, Computing, and Cyber Systems",Information Science,True,0.981589746237207
"Informatics, Computing, and Cyber Systems",,True,0.981589746237207
"Informatics, Computing, and Cyber Systems",Information Technology,True,0.981589746237207
Management Science,Management,False,0.010559957355465003
Management and Information Systems,Management Information Systems,False,0.18816962168986567
"Information, Risk, and Operations Management",Operations Research,True,0.36676532075096546
"Information, Risk, and Operations Management",Management Information Systems,False,0.36676532075096546
Business - Camden,Business Administration,False,0.01553146558698509
Biochemistry and Molecular Biology,Public Health,False,0.9976248254068576
Fine and Performing Arts,Art History and Criticism,False,0.005183806676322579
"Science, Technology, Engineering, and Mathematics Education",,False,0.10294760740027717
"Administration, Rehabilitation and Postsecondary Education","Exercise Science, Kinesiology, Rehab, Health",False,0.014393159655032389
"Administration, Rehabilitation and Postsecondary Education",,False,0.014393159655032389
"Administration, Rehabilitation and Postsecondary Education",Education Administration,False,0.014393159655032389
Bicultural-Bilingual Studies,,False,0.021127709032283986
"Second Language Acquisition and Teaching, GIDP",,False,0.005058200842108232
English,,False,0.0015621523615975883
Statistics and Probability,Statistics,True,0.9905765141753109
Chemistry and Chemical Biology ,Chemistry,True,0.9947013333771471
Chemistry and Chemical Biology ,Pharmaceutical Sciences,True,0.9947013333771471
Chemistry and Chemical Biology ,Materials Engineering,True,0.9947013333771471
Chemistry and Chemical Biology ,Biochemistry,True,0.9947013333771471
International Affairs Program,International Affairs,False,0.010604004219340463
Health and Kinesiology,"Exercise Science, Kinesiology, Rehab, Health",False,0.015486473534926548
Exercise and Health Sciences,"Exercise Science, Kinesiology, Rehab, Health",False,0.019098716876763656
Public Policy and Urban Affairs,Public Policy,False,0.0014739073552800508
Public Policy and Urban Affairs,Urban and Regional Planning,False,0.0014739073552800508
Computer Science and Engineering,,True,0.9943237632687225
Industrial and Physical Pharmacy,Pharmaceutical Sciences,True,0.9822253030361395
Crop and Soil Science,Agronomy,True,0.9977741692706926
Soil and Crop Sciences,Agronomy,True,0.9981185001484617
Soil and Crop Sciences,Soil Science,True,0.9981185001484617
Languages and Cultures,,False,0.0004561491445518919
"Spanish and Portuguese Studies, The Division of",Spanish Language and Literature,False,0.04183615711886478
Modern Foreign Languages and Literatures,,False,0.00181270119672916
"World Languages, Literatures, and Cultures",,False,0.015996857400471895
Environment and Society,Natural Resources,True,0.5136660698955611
Environment and Society,Environmental Sciences,True,0.5136660698955611
Forestry and Natural Resources,Natural Resources,True,0.9868340047702497
Construction Management Technology,,False,0.2294028244200314
"Construction, Myers-Lawson School of",Civil Engineering,True,0.5799765629078563
"Professional Studies, Goodwin College of",,False,0.031629261250222564
Hotel and Restaurant Administration,,False,0.03844149262174215
Architecture and Design,Architecture,False,0.0006107674668117138
"Speech, Language and Hearing Sciences",Speech and Hearing Sciences,False,0.02624730023109146
Communication Sciences & Disorders,Speech and Hearing Sciences,False,0.05800398704193519
Communication Sciences & Disorders,Communication Disorders and Sciences,False,0.05800398704193519
Hearing and Speech Sciences,Speech and Hearing Sciences,False,0.021167582722936618
Hearing and Speech Sciences,Communication Disorders and Sciences,False,0.021167582722936618
Biobehavioral Sciences,Speech and Hearing Sciences,False,0.24386730367010712
Biobehavioral Sciences,"Exercise Science, Kinesiology, Rehab, Health",False,0.24386730367010712
Behavioral and Brain Sciences,Communication Disorders and Sciences,False,0.4012397269181619
Behavioral and Brain Sciences,,True,0.4012397269181619
Speech Language and Hearing,Speech and Hearing Sciences,False,0.027456882681667415
"Health and Aging, Institute for",,False,0.22321789849486234
Engineering and Public Policy,,True,0.8252360566125005
Engineering and Public Policy,Public Policy,False,0.8252360566125005
Educational Administration and Human Resource Development,Education Administration,False,0.06848646118254638
Aviation Science,,False,0.5283483342761544
"Agricultural Leadership, Education and Communication",,False,0.28265289461843657
Pharmacy Practice,Pharmacy,True,0.8977996650095648
Computational Medicine and Bioinformatics,,True,0.9972407802721893
Mathematics,,True,0.9349058116001503
Ecology,Ecology,True,0.9842804947948641
Ecology,Natural Resources,True,0.9842804947948641
Bioinformatics,,True,0.976072511704779
Environmental Science and Policy,Environmental Sciences,True,0.8115187546800499
Modern and Classical Language and Literatures,Classics and Classical Languages,False,0.004359895810976335
Africana Studies and Research Center,,False,0.006681947826484805
Creative Writing Program,,False,0.02019268667190962
Architecture and Urban Planning,Architecture,False,0.0010673431135199756
Architecture and Urban Planning,Urban and Regional Planning,False,0.0010673431135199756
Global Gender Studies,Gender Studies,False,0.000746823754934422
Religion Department,Religious Studies,False,0.0011116230546054664
Public Communication,Communication,False,0.0008633189906023665
Health Behavior and Health Education,"Exercise Science, Kinesiology, Rehab, Health",False,0.006575992253592193
Health Behavior and Health Education,"Health, Physical Education, Recreation",False,0.006575992253592193
Media and Information,Mass Communications and Media Studies,False,0.052548074750370335
Media and Information,Information Science,True,0.052548074750370335
Computer Science,Information Science,True,0.9956082079464144
Heinz College,Management Information Systems,False,0.004413053792540728
Heinz College,Public Policy,False,0.004413053792540728
Physical Medicine and Rehabilitation,"Exercise Science, Kinesiology, Rehab, Health",False,0.042330541416078275
Systems and Industrial Engineering,Industrial Engineering,True,0.9882248204879694
Systems and Industrial Engineering,Systems Engineering,True,0.9882248204879694
Institute for Medical Engineering and Science (IMES),Agricultural Engineering,True,0.9640194678147671
Engineering and Management,,True,0.8895831794244369
Engineering and Management,Management,False,0.8895831794244369
Health Promotion and Policy,Public Health,False,0.0174950210802403
Health Promotion and Policy,"Exercise Science, Kinesiology, Rehab, Health",False,0.0174950210802403
Biological Science,Biological Sciences,True,0.950380838706012
Pharmacology and Pharmaceutical Sciences,Pharmacy,True,0.9991454252046669
Pharmacology and Pharmaceutical Sciences,Pharmacology,True,0.9991454252046669
Pharmacology and Pharmaceutical Sciences,Pharmaceutical Sciences,True,0.9991454252046669
"Archaeology and the Ancient World, Artemis A.W. and Martha Sharp Joukowsky Institute for",,False,0.0820093969364426
"Teaching and Learning, Policy and Leadership",Curriculum and Instruction,False,0.00861623231242343
Educational Psychology,Education,False,0.0014669847774258485
Educational Research Methodology,,False,0.004470473236276763
Teacher Education and Learning Sciences,Educational Psychology,False,0.011821075415836246
Teacher Education and Learning Sciences,Curriculum and Instruction,False,0.011821075415836246
Teacher Education and Learning Sciences,,False,0.011821075415836246
Teacher Education and Learning Sciences,Counselor Education,False,0.011821075415836246
