DepartmentName,Field,Area,Umbrella,is_STEM
"Social Work, Department of",Social Work,Health,Health,False
"Educational Methodology, Policy and Leadership, Department of",Education Administration,Education,Education,False
"Counseling Psychology and Human Services, Department of",Human Development and Family Sciences,Health,Health,False
"Counseling Psychology and Human Services, Department of",,Psychological Sciences,Social Sciences,False
"Social Work, College of",Social Work,Health,Health,False
"Social Work, School for",Social Work,Health,Health,False
"Social Service Administration, School of",Social Work,Health,Health,False
"Leadership and Education Sciences, School of",Education Administration,Education,Education,False
"Social Service, School of",Social Work,Health,Health,False
"Social Work, Graduate School of",Social Work,Health,Health,False
"International Literary and Cultural Studies, Department of",Germanic Languages and Literatures,"Language, Literature, Culture",Humanities,False
"International Literary and Cultural Studies, Department of",Asian Languages,"Language, Literature, Culture",Humanities,False
"Germanic Studies, Department of",Germanic Languages and Literatures,"Language, Literature, Culture",Humanities,False
"Health Policy and Management, Department of",,Health,Health,False
"Public Health, College of",Public Health,Health,Health,False
"Public Health, Program In",Public Health,Health,Health,False
"Psychology and Neuroscience, Department of",Neuroscience,Biological Sciences,Natural Sciences,True
"Psychology and Neuroscience, Department of",Psychology,Psychological Sciences,Social Sciences,False
"Urban Health Administration, Department of",,Health,Health,False
"Health and Behavior Studies, Department of","Health, Physical Education, Recreation",Health,Health,False
"Health and Behavior Studies, Department of",Educational Psychology,Psychological Sciences,Social Sciences,False
"Marketing, Division of",Marketing,Business,Business,False
Marketing Unit,Marketing,Business,Business,False
"Business, Leeds School of",Business Administration,Business,Business,False
"Decision, Risk and Operations, Division of",Operations Research,Engineering,Engineering,True
"Health Care Policy, Department of",Public Policy,Public Administration and Policy,Public Administration and Policy,False
"Business, Fuqua School of",Business Administration,Business,Business,False
"Industrial Engineering and Management Science, Department of",Industrial Engineering,Engineering,Engineering,True
"Industrial Engineering and Management Science, Department of",Systems Engineering,Engineering,Engineering,True
"Managerial Economics and Decision Sciences, Department of",Management,Business,Business,False
"Management, Graduate School of",Management,Business,Business,False
"Accounting and Information Systems, Department of",Accounting,Business,Business,False
"Gene and Cell Medicine, Department of",Genetics,Medical Sciences,Medicine,True
"French and Italian, Department of",French Language and Literature,"Language, Literature, Culture",Humanities,False
"French and Italian, Department of",,"Language, Literature, Culture",Humanities,False
"Musicology, Department of",,,,
"Social Sciences, Humanities and Arts, School of",,,,
"Visual Arts, Program in",,,,
"Germanic and Slavic Languages and Literatures, Department of",Germanic Languages and Literatures,"Language, Literature, Culture",Humanities,False
"Germanic and Slavic Languages and Literatures, Department of",Slavic Languages and Literatures,"Language, Literature, Culture",Humanities,False
"Biomedical Sciences, The Sackler School of Graduate",,Biological Sciences,Natural Sciences,True
"Molecular Genetics and Microbiology, Department of",,Medical Sciences,Medicine,True
"Molecular Genetics and Microbiology, Department of",Microbiology,Biological Sciences,Natural Sciences,True
"Biomedical Sciences, Program in",,Biological Sciences,Natural Sciences,True
"Molecular and Cellular Neurosciences, Department of",Neuroscience,Biological Sciences,Natural Sciences,True
"Neurosciences, Department of",Neuroscience,Biological Sciences,Natural Sciences,True
"Environmental Studies, Program in",Environmental Sciences,Earth Sciences,Natural Sciences,True
"Biomedical Engineering, Science and Health Systems, School of",Biomedical Engineering,Biological Sciences,Natural Sciences,True
"Ecology and Evolution, Department of",Ecology,Biological Sciences,Natural Sciences,True
"Ecology and Evolution, Department of",Evolutionary Biology,Biological Sciences,Natural Sciences,True
"Civil and Environmental Engineering and Earth Sciences, Department of",Geology,Earth Sciences,Natural Sciences,True
"Civil and Environmental Engineering and Earth Sciences, Department of",Civil Engineering,Engineering,Engineering,True
"Civil and Environmental Engineering and Earth Sciences, Department of",Environmental Engineering,Engineering,Engineering,True
"International and Transcultural Studies, Department of",,Education,Education,False
"Mathematics, Science and Technology, Department of",Mathematics,Mathematical Sciences,Mathematics and Computing,True
"Chemistry and Chemical Biology, Department of",Chemistry,Chemical Sciences,Natural Sciences,True
"Chemistry, Department of",Biochemistry,Biological Sciences,Natural Sciences,True
"Art, School of",,,,
"Visual Arts and Sound Art, Division of",,,,
"Rehabilitation Sciences, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Occupational Therapy, School of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Film, Program in",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Physical Education, Department of","Health, Physical Education, Recreation",Health,Health,False
"Biostatistics and Bioinformatics, Department of",,Biological Sciences,Natural Sciences,True
"Statistical Sciences, Department of",Statistics,Mathematical Sciences,Mathematics and Computing,True
Applied Mathematics Program,,Mathematical Sciences,Mathematics and Computing,True
"Informatics and Computing, School of",Computer Science,Computational Sciences,Mathematics and Computing,True
"Informatics and Computing, School of",Information Technology,Computational Sciences,Mathematics and Computing,True
"Informatics and Computing, School of",Information Science,Computational Sciences,Mathematics and Computing,True
"Informatics and Computing, School of",,Engineering,Engineering,True
Electrical Engineering Area,Electrical Engineering,Engineering,Engineering,True
"Electrical and Computer Engineering (Polytechnic Institute), Department of",Electrical Engineering,Engineering,Engineering,True
"Electrical and Computer Engineering (Polytechnic Institute), Department of",Computer Engineering,Computational Sciences,Mathematics and Computing,True
"Marine Science and Conservation, Department of",Marine Sciences,Earth Sciences,Natural Sciences,True
"Biochemistry and Biophysics, Department of",Biochemistry,Biological Sciences,Natural Sciences,True
"Biochemistry and Biophysics, Department of",Biophysics,Biological Sciences,Natural Sciences,True
"Molecular Biomedical Sciences, Department of",,Biological Sciences,Natural Sciences,True
"Physics, Department of",Chemistry,Chemical Sciences,Natural Sciences,True
"Physics, Department of",Biological Sciences,Biological Sciences,Natural Sciences,True
"Engineering Science and Mechanics, Department of",,Engineering,Engineering,True
"Polymer Science, Department of",Materials Engineering,Engineering,Engineering,True
"Nanoengineering, Department of",,Engineering,Engineering,True
"Environmental Sciences and Policy, Department of",Environmental Sciences,Earth Sciences,Natural Sciences,True
"Engineering, Thayer School of",,Engineering,Engineering,True
"Chemical and Biological Engineering, Department of",,Engineering,Engineering,True
"Cell Biology and Physiology, Department of",Cell Biology,Biological Sciences,Natural Sciences,True
"Cell Biology and Physiology, Department of",,Biological Sciences,Natural Sciences,True
"Cell Biology and Physiology, Department of",Physiology,Medical Sciences,Medicine,True
"Oceanography, Graduate School of",,Earth Sciences,Natural Sciences,True
"Oceanography, Graduate School of",Atmospheric Sciences and Meteorology,Physical Sciences,Natural Sciences,True
"Oceanography, Graduate School of",Marine Sciences,Earth Sciences,Natural Sciences,True
"Earth System Science, Department of",Geology,Earth Sciences,Natural Sciences,True
"Earth System Science, Department of",Environmental Sciences,Earth Sciences,Natural Sciences,True
"Land Resources and Environmental Sciences, Department of",Environmental Sciences,Earth Sciences,Natural Sciences,True
"Land Resources and Environmental Sciences, Department of",Natural Resources,Earth Sciences,Natural Sciences,True
"Finance and Business Economics, Department of",Finance,Business,Business,False
"Finance and Business Economics, Department of",Economics,Economics,Social Sciences,False
"Logistics, Business and Public Policy, Department of",Public Policy,Public Administration and Policy,Public Administration and Policy,False
Strategy Unit,,Business,Business,False
"Business, Leeds School - Accounting Division",Accounting,Business,Business,False
"Business Administration, School of",Management,Business,Business,False
"Business Administration, School of",Business Administration,Business,Business,False
Business - Marketing Area,Marketing,Business,Business,False
"Accounting, Area of",Accounting,Business,Business,False
"Management, Innovation and Entrepreneurship, Department of",Management,Business,Business,False
"Public Policy, Sanford School of",Public Health,Health,Health,False
"Public Policy, Sanford School of",Economics,Economics,Social Sciences,False
"Public Policy, Sanford School of",History,History,Humanities,False
"Public Policy, Sanford School of",Communication,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Public Policy, Sanford School of",Public Policy,Public Administration and Policy,Public Administration and Policy,False
"Public Policy, Sanford School of",Sociology,Sociology,Social Sciences,False
"Public Policy, Sanford School of",Psychology,Psychological Sciences,Social Sciences,False
"Public Policy, Sanford School of",Political Science,Political Science,Social Sciences,False
"Film, Television and Digital Media, Department of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Theater, Department of","Theatre Literature, History and Criticism","Language, Literature, Culture",Humanities,False
"Performance Studies, Department of",,,,
"Literature, Program in",,"Language, Literature, Culture",Humanities,False
"Literature, Program in",Comparative Literature,"Language, Literature, Culture",Humanities,False
"Theater Studies, Department of","Theatre Literature, History and Criticism","Language, Literature, Culture",Humanities,False
"Applied Economics, Department of",,Economics,Social Sciences,False
"Natural Resources and Environment, School of",Natural Resources,Earth Sciences,Natural Sciences,True
"Journalism and Media Studies, Department of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Labor Economics, Department of",Economics,Economics,Social Sciences,False
"Future of Innovation in Society, School for the",,,,
"Theatre, Dance, and Performance Studies, School of",,,,
Music and Theater Arts Section,Music,Arts,Humanities,False
"Theater and Performance Studies, Department of","Theatre Literature, History and Criticism","Language, Literature, Culture",Humanities,False
"Asian and Middle Eastern Studies, Department of",Asian Studies,"Language, Literature, Culture",Humanities,False
"Asian and Middle Eastern Studies, Department of",Near and Middle Eastern Languages and Cultures,"Language, Literature, Culture",Humanities,False
"Slavic and Eurasian Studies, Department of",Slavic Languages and Literatures,"Language, Literature, Culture",Humanities,False
"Cinema and Media Studies, Department of",,,,
"East Asian Languages and Civilizations, Department of",Asian Languages,"Language, Literature, Culture",Humanities,False
"East Asian Languages and Civilizations, Department of",Asian Studies,"Language, Literature, Culture",Humanities,False
"Public Health Sciences, Department of",,Biological Sciences,Natural Sciences,True
"Public Health Sciences, Department of",Biostatistics,Biological Sciences,Natural Sciences,True
"Biobehavioral Nursing Science, Department of",Nursing,Health,Health,False
"Nursing, Department of",Nursing,Health,Health,False
"Adult Health and Nursing Systems, Department of",Nursing,Health,Health,False
"Nursing and Health Studies, School of",Nursing,Health,Health,False
"Physiological Nursing, Department of",Physiology,Medical Sciences,Medicine,True
"Physiological Nursing, Department of",Nursing,Health,Health,False
"Human Ecology, Department of",Human Development and Family Sciences,Health,Health,False
"Biomedical Informatics, School of",,Biological Sciences,Natural Sciences,True
"Family Health Care Nursing, Department of",Nursing,Health,Health,False
"Social and Cultural Analysis, Department of",Gender Studies,Gender Studies,Social Sciences,False
"Cultural Anthropology, Department of",Anthropology,Anthropology,Social Sciences,False
"Biophysics, Department of",Biophysics,Biological Sciences,Natural Sciences,True
"Pharmacology and Cancer Biology, Department of",Pharmacology,Medical Sciences,Medicine,True
"Pharmacology and Cancer Biology, Department of",,Medical Sciences,Medicine,True
"Nutritional Sciences, Division of",Nutrition Sciences,Health,Health,False
"Molecular Physiology and Biophysics, Department of",Biophysics,Biological Sciences,Natural Sciences,True
"Molecular Physiology and Biophysics, Department of",Physiology,Medical Sciences,Medicine,True
"Biochemistry, Department of",,Medical Sciences,Medicine,True
"Art, Art History and Visual Studies, Department of",Art History and Criticism,"Language, Literature, Culture",Humanities,False
"Gender, Sexuality and Feminist Studies, Department of",Gender Studies,Gender Studies,Social Sciences,False
"Counseling, Educational Psychology and Special Education, Department of",Counselor Education,Education,Education,False
"Counseling, Educational Psychology and Special Education, Department of",,Psychological Sciences,Social Sciences,False
"Counseling, Educational Psychology and Special Education, Department of",Special Education,Education,Education,False
"Counseling, Educational Psychology and Special Education, Department of",Educational Psychology,Psychological Sciences,Social Sciences,False
"Counseling, Educational Psychology and Special Education, Department of",,Education,Education,False
"South Asian Studies, Department of",Asian Languages,"Language, Literature, Culture",Humanities,False
"South Asian Studies, Department of",Asian Studies,"Language, Literature, Culture",Humanities,False
"Evolutionary Anthropology, Department of",Anthropology,Anthropology,Social Sciences,False
"Human Evolutionary Biology, Department of",Evolutionary Biology,Biological Sciences,Natural Sciences,True
"African-American Studies, Department of",,"Language, Literature, Culture",Humanities,False
"Classical Studies, Department of",Classics and Classical Languages,"Language, Literature, Culture",Humanities,False
"Divinity, School of",Theological Studies,Theology and Religion,Humanities,False
"Theology, School of",Theological Studies,Theology and Religion,Humanities,False
"Middle Eastern and South Asian Studies, Department of",Near and Middle Eastern Languages and Cultures,"Language, Literature, Culture",Humanities,False
"Agricultural Economics and Rural Sociology, Department of",Agricultural Economics,Economics,Social Sciences,False
"Agricultural Economics and Rural Sociology, Department of",Sociology,Sociology,Social Sciences,False
"Nutrition Science and Policy, Friedman School of",Nutrition Sciences,Health,Health,False
"Food and Nutrition Policy and Programs, Division of",Public Health,Health,Health,False
"Theology, Department of",Theological Studies,Theology and Religion,Humanities,False
"Biblical Studies, Department of",Theological Studies,Theology and Religion,Humanities,False
"Practical Theology, Department of",Theological Studies,Theology and Religion,Humanities,False
"Religion, Department of",Theological Studies,Theology and Religion,Humanities,False
"Near Eastern and Judaic Studies, Department of",Religious Studies,Theology and Religion,Humanities,False
"Near Eastern and Judaic Studies, Department of",Near and Middle Eastern Languages and Cultures,"Language, Literature, Culture",Humanities,False
"Science, Technology and Values, Department of",Philosophy,Philosophy,Humanities,False
"Science, Technology and Values, Department of",History,History,Humanities,False
"Environmental Studies, Program in",Natural Resources,Earth Sciences,Natural Sciences,True
"Botany and Plant Sciences, Department of",Plant Sciences,Agriculture,Natural Sciences,True
"Botany and Plant Sciences, Department of",,Biological Sciences,Natural Sciences,True
"Plant Biology, Department of",,Biological Sciences,Natural Sciences,True
"Psychology, Department of",,Psychological Sciences,Social Sciences,False
"Psychology, Department of",,Biological Sciences,Natural Sciences,True
"Organismal Biology and Anatomy, Department of",Anatomy,Biological Sciences,Natural Sciences,True
"Organismal Biology and Anatomy, Department of",Evolutionary Biology,Biological Sciences,Natural Sciences,True
"Policy Analysis and Management, Department of",Public Policy,Public Administration and Policy,Public Administration and Policy,False
"Environmental Science and Management, School of",Environmental Sciences,Earth Sciences,Natural Sciences,True
"Civil, Construction and Environmental Engineering, Department of",Civil Engineering,Engineering,Engineering,True
"Civil, Construction and Environmental Engineering, Department of",Environmental Engineering,Engineering,Engineering,True
"Forestry and Environmental Resources, Department of",Forestry and Forest Resources,Earth Sciences,Natural Sciences,True
"Forestry and Environmental Resources, Department of",Natural Resources,Earth Sciences,Natural Sciences,True
"Germanic Languages, Department of",Germanic Languages and Literatures,"Language, Literature, Culture",Humanities,False
"German and Russian Studies, Department of",Germanic Languages and Literatures,"Language, Literature, Culture",Humanities,False
"German and Russian Studies, Department of",Slavic Languages and Literatures,"Language, Literature, Culture",Humanities,False
"German and Russian Languages and Literatures, Department of",Slavic Languages and Literatures,"Language, Literature, Culture",Humanities,False
"German and Russian Languages and Literatures, Department of",Germanic Languages and Literatures,"Language, Literature, Culture",Humanities,False
"Pharmacology and Therapeutics, Department of",Pharmacology,Medical Sciences,Medicine,True
"Pharmacology and Therapeutics, Department of",Pharmaceutical Sciences,Medical Sciences,Medicine,True
"Cinema and Digital Media, Department of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Foreign Languages and Literatures, Department of",,"Language, Literature, Culture",Humanities,False
"Molecular Microbiology and Immunology, Department of",Microbiology,Biological Sciences,Natural Sciences,True
"Molecular Microbiology and Immunology, Department of",Immunology,Medical Sciences,Medicine,True
Biochemistry Department,Biochemistry,Biological Sciences,Natural Sciences,True
"Molecular and Cellular Pharmacology, Department of",Pharmacology,Medical Sciences,Medicine,True
"Molecular and Cellular Pharmacology, Department of",,Medical Sciences,Medicine,True
"Immunology, Department of",Immunology,Medical Sciences,Medicine,True
"Microbiology and Physiological Systems, Department of",Microbiology,Biological Sciences,Natural Sciences,True
"Microbiology and Physiological Systems, Department of",Immunology,Medical Sciences,Medicine,True
"Microbiology and Physiological Systems, Department of",,Medical Sciences,Medicine,True
"Immunology and Microbiology, Department of",Immunology,Medical Sciences,Medicine,True
"Information Systems and Decision Sciences, Department of",Information Technology,Computational Sciences,Mathematics and Computing,True
"Information Systems and Decision Sciences, Department of",Management,Business,Business,False
"Information Systems and Decision Sciences, Department of",Management Information Systems,Business,Business,False
"Business Management, Department of",Marketing,Business,Business,False
"Business Management, Department of",Finance,Business,Business,False
"Business Management, Department of",Information Technology,Computational Sciences,Mathematics and Computing,True
"Business Management, Department of",Operations Research,Engineering,Engineering,True
"Business Management, Department of",Business Administration,Business,Business,False
"Business Management, Department of",Management,Business,Business,False
"Operations and Information Management, Department of",Management Information Systems,Business,Business,False
"Operations and Information Management, Department of",Operations Research,Engineering,Engineering,True
"Supply Chain Management, Department of",Management,Business,Business,False
"Supply Chain Management, Department of",Operations Research,Engineering,Engineering,True
"Accounting, Department of",Business Administration,Business,Business,False
"Biological Sciences, School of",Biological Sciences,Biological Sciences,Natural Sciences,True
"Veterinary Medicine, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Molecular and Cellular Biochemistry, Department of",Biochemistry,Biological Sciences,Natural Sciences,True
"Genetics, Development and Cell Biology, Department of",Genetics,Medical Sciences,Medicine,True
"Genetics, Development and Cell Biology, Department of",,Biological Sciences,Natural Sciences,True
"Genetics, Development and Cell Biology, Department of",Cell Biology,Biological Sciences,Natural Sciences,True
"Life Sciences, School of",Biological Sciences,Biological Sciences,Natural Sciences,True
"Life Sciences, School of",Microbiology,Biological Sciences,Natural Sciences,True
"Life Sciences, School of",Molecular Biology,Biological Sciences,Natural Sciences,True
"Psychological and Brain Sciences, Department of",,Biological Sciences,Natural Sciences,True
"Psychological and Brain Sciences, Department of",Psychology,Psychological Sciences,Social Sciences,False
"Marketing and Logistics, Department of",Marketing,Business,Business,False
"Managerial Studies, Department of",Management,Business,Business,False
"Management and Entrepreneurship, Department of",Management,Business,Business,False
"Media, School of",Communication,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Media, School of",,,,
"Media, School of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"African, African American, and Diaspora Studies, Department of",,"Language, Literature, Culture",Humanities,False
"Central Eurasian Studies, Department of",,"Language, Literature, Culture",Humanities,False
"History and Philosophy of Science, Department of",History,History,Humanities,False
"History and Philosophy of Science, Department of",Philosophy,Philosophy,Humanities,False
"Information Studies, Department of",Information Science,Computational Sciences,Mathematics and Computing,True
"Information Sciences and Technology, College of",Information Science,Computational Sciences,Mathematics and Computing,True
"Information Sciences and Technology, College of",Information Technology,Computational Sciences,Mathematics and Computing,True
"Electrical, Computer, and Energy Engineering, Department of",Computer Engineering,Computational Sciences,Mathematics and Computing,True
"Electrical, Computer, and Energy Engineering, Department of",Electrical Engineering,Engineering,Engineering,True
"Science, Technology and Society, Program in",,,,
"Instructional Systems Technology, Department of",,Education,Education,False
"Intelligent Systems Engineering, Department of",Systems Engineering,Engineering,Engineering,True
"Computer Sciences, Khoury College of",Computer Science,Computational Sciences,Mathematics and Computing,True
"Computer Sciences, Khoury College of",Information Science,Computational Sciences,Mathematics and Computing,True
"Social and Decision Sciences, Department of",,,,
"Social and Decision Sciences, Department of",,Business,Business,False
"Social Sciences, Department of",,,,
"Art, Department of",,,,
"Computer Science & Engineering, Division of",Computer Science,Computational Sciences,Mathematics and Computing,True
"Physics, Department of",Materials Engineering,Engineering,Engineering,True
"Physics, Department of",Biophysics,Biological Sciences,Natural Sciences,True
"Medicinal Chemistry, Department of",Pharmaceutical Sciences,Medical Sciences,Medicine,True
"Chemistry and Biochemistry, Department of",Molecular Biology,Biological Sciences,Natural Sciences,True
"Journalism and Mass Communication, School of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Communications, Department of",Communication,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Communications, Department of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Journalism and Telecommunications, School of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Journalism, Department of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Film-Video and Media Studies, Department of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Comparative Studies, Department of",Comparative Literature,"Language, Literature, Culture",Humanities,False
"Media and Communication, College of",Communication,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Mass Communication, Advertising and Public Relations, Department of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Communication and Journalism, School of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Communication and Journalism, School of",Communication,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Kinesiology, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Media Arts and Production, Department of",Communication,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Media Studies, Department of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Journalism and Communication, Department of",Communication,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Journalism and Communication, Department of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Apparel Merchandising and Interior Design, Department of",,Health,Health,False
"Apparel Merchandising and Interior Design, Department of",,,,
"Apparel Merchandising and Interior Design, Department of",,"Architecture, Design, Planning",Humanities,False
"Design and Human Environment, School of",,"Architecture, Design, Planning",Humanities,False
"Fashion and Apparel Studies, Department of",,Health,Health,False
"Apparel, Textiles and Interior Design, Department of",,Health,Health,False
"Fiber Science and Apparel Design, Department of",,Health,Health,False
"Entrepreneurship and Emerging Enterprises, Department of",,Business,Business,False
"Operations Management, Department of",Management Information Systems,Business,Business,False
"Organizations, Strategy and International Management, Department of",,Business,Business,False
"Organizational Sciences and Communication, Department of",Communication,"Journalism, Media, Communication","Journalism, Media, Communication",False
Entrepreneurship and Innovation Group (CoBA),,Business,Business,False
"Epidemiology and Biostatistics, Department of",Public Health,Health,Health,False
"Nutrition Science and Dietetics, Department of",Nutrition Sciences,Health,Health,False
"Nutrition Science and Dietetics, Department of",Public Health,Health,Health,False
"Nutrition Science and Dietetics, Department of",Food Science,Agriculture,Natural Sciences,True
"Health Promotion and Behavioral Sciences, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Health Metrics Sciences, Department of",,Health,Health,False
"Epidemiology, Department of",Public Health,Health,Health,False
"Biomedical Sciences, Department of",,Biological Sciences,Natural Sciences,True
"Nutrition Sciences, Department of",Nutrition Sciences,Health,Health,False
"Foreign Languages and Literature, Department of",,"Language, Literature, Culture",Humanities,False
"Folklore and Ethnomusicology, Department of",Anthropology,Anthropology,Social Sciences,False
"Folklore and Ethnomusicology, Department of",,,,
"Music, Theatre and Dance, School of",Music,Arts,Humanities,False
"Music and Performing Arts Professions, Department of",Music,Arts,Humanities,False
"Music Education, Department of",,Education,Education,False
"Music and Dance, Conservatory of",Music,Arts,Humanities,False
"Fine and Performing Arts, Department of",,,,
"Keyboard Performance, Department of",,,,
"Social Transformation, School of",Gender Studies,Gender Studies,Social Sciences,False
"Transnational Studies, Department of",,"Language, Literature, Culture",Humanities,False
"Transnational Studies, Department of",Gender Studies,Gender Studies,Social Sciences,False
"Sociology and Anthropology, Department of",Sociology,Sociology,Social Sciences,False
"Sociology and Anthropology, Department of",Anthropology,Anthropology,Social Sciences,False
"Near Eastern Languages and Cultures, Department of",Near and Middle Eastern Languages and Cultures,"Language, Literature, Culture",Humanities,False
"World Languages and Cultures, Department of",,,,
"Arabic and Islamic Studies, Department of",Near and Middle Eastern Languages and Cultures,"Language, Literature, Culture",Humanities,False
"Educational Leadership and Policy Studies, Department of",Education Administration,Education,Education,False
"Educational Policy, Organization and Leadership, Department of",Education Administration,Education,Education,False
"Educational Leadership and Policies, Department of",Education Administration,Education,Education,False
"Leadership, Counseling, Adult, Career and Higher Education, Department of",,Education,Education,False
"Leadership, Counseling, Adult, Career and Higher Education, Department of",Counselor Education,Education,Education,False
"Leadership, Counseling, Adult, Career and Higher Education, Department of",Education Administration,Education,Education,False
"Educational Leadership and Counseling Psychology, Department of",Education Administration,Education,Education,False
"Educational Leadership and Counseling Psychology, Department of",,Psychological Sciences,Social Sciences,False
"Educational Administration, Department of",,Education,Education,False
"Educational Administration, Department of",Education Administration,Education,Education,False
"Educational Psychology and Counseling, Department of",,Psychological Sciences,Social Sciences,False
"Educational Psychology and Counseling, Department of",Educational Psychology,Psychological Sciences,Social Sciences,False
"Educational Leadership, Policy and Technology Studies, Department of",Education Administration,Education,Education,False
"Teacher Education, Department of",,Education,Education,False
"Curriculum and Instruction, Department of",Curriculum and Instruction,Education,Education,False
"Higher Education and Student Affairs, Department of",,Education,Education,False
"Counseling and Educational Psychology, Department of",,Psychological Sciences,Social Sciences,False
"Counseling and Educational Psychology, Department of",Counselor Education,Education,Education,False
"Counseling and Educational Psychology, Department of",Educational Psychology,Psychological Sciences,Social Sciences,False
"Education Studies, Department of",Education,Education,Education,False
"Literacy, Culture and Language Education, Department of",,Education,Education,False
"Special Education, Foundations and Research, Department of",Special Education,Education,Education,False
"Education and Public Service, College of",Education,Education,Education,False
"Education, Division of",Education,Education,Education,False
"Comparative Human Development, Department of",Human Development and Family Sciences,Health,Health,False
"Criminal Justice, Department of",Criminal Justice and Criminology,Sociology,Social Sciences,False
"International Service, School of",International Affairs,Political Science,Social Sciences,False
"Finance, Division of",Finance,Business,Business,False
"Business, Mason School of",,Business,Business,False
"Public Policy, Department of",Environmental Sciences,Earth Sciences,Natural Sciences,True
"Public Policy, Department of",Public Administration,Public Administration and Policy,Public Administration and Policy,False
"Government and Public Affairs, Wilder School of",Political Science,Political Science,Social Sciences,False
"Government and Public Affairs, Wilder School of",Public Administration,Public Administration and Policy,Public Administration and Policy,False
"Political Science and Public Administration, Department of",Political Science,Political Science,Social Sciences,False
"Public Administration, Department of",Public Administration,Public Administration and Policy,Public Administration and Policy,False
"Recreation, Park and Tourism Studies, Department of","Health, Physical Education, Recreation",Health,Health,False
"Social and Behavioral Sciences, School of",Communication,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Public Administration and Policy, Department of",Public Administration,Public Administration and Policy,Public Administration and Policy,False
"Public Administration and Policy, Department of",Public Policy,Public Administration and Policy,Public Administration and Policy,False
"Applied Psychology, Department of",,Psychological Sciences,Social Sciences,False
"Educational Research, Measurement and Evaluation, Department of",,Education,Education,False
"Informatics, Department of",Information Science,Computational Sciences,Mathematics and Computing,True
"Counseling and School Psychology, Department of",,Psychological Sciences,Social Sciences,False
"Psychological Sciences, Department of",,Psychological Sciences,Social Sciences,False
"Rhetoric and Writing, Department of",,"Language, Literature, Culture",Humanities,False
"Applied Health Sciences, Department of",Nutrition Sciences,Health,Health,False
"Applied Health Sciences, Department of",Public Health,Health,Health,False
"Applied Health Sciences, Department of",Human Development and Family Sciences,Health,Health,False
"Physiology and Health Science, Department of",Nutrition Sciences,Health,Health,False
"Physiology and Health Science, Department of",Physiology,Medical Sciences,Medicine,True
"Family and Community Medicine, Department of",,Medical Sciences,Medicine,True
"Public Health, Graduate School of",Public Health,Health,Health,False
"Learning Sciences and Human Development, Department of",,Education,Education,False
"Medical Sciences, Department of",,Medical Sciences,Medicine,True
"Health Sciences, Department of",,Medical Sciences,Medicine,True
"Cellular and Integrative Physiology, Department of",,Biological Sciences,Natural Sciences,True
"Cellular and Integrative Physiology, Department of",Biophysics,Biological Sciences,Natural Sciences,True
"Cellular and Integrative Physiology, Department of",Physiology,Medical Sciences,Medicine,True
"Cellular and Integrative Physiology, Department of",Cell Biology,Biological Sciences,Natural Sciences,True
"Cellular and Integrative Physiology, Department of",Anatomy,Biological Sciences,Natural Sciences,True
"Health and Rehabilitation Science, School of",Nutrition Sciences,Health,Health,False
"Health and Rehabilitation Science, School of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Health, Human Performance and Recreation, Department of","Health, Physical Education, Recreation",Health,Health,False
"Social and Family Dynamics, School of",Sociology,Sociology,Social Sciences,False
"Health and Nutritional Sciences, Department of",Nutrition Sciences,Health,Health,False
"Nutrition Science, Department of",Food Science,Agriculture,Natural Sciences,True
